132	
	-0.003616754357	-0.002880715023	-0.0004989296115	-0.0003080841226	-0.000225759386
	-0.0001859991299	-0.0001654076078	-0.000154606668	-0.0001492877268	-0.000147346396
	-0.0001475744399	-0.0001492324835	-0.0001519088254	-0.0001552823756	-0.000159157597
	-0.0001633865071	-0.0001678261516	-0.0001723823159	-0.0001771307161	-0.0001819249173
	-0.0001867701151	-0.00019148289	-0.0001962513559	-0.000201007892	-0.0002056159503
	-0.0002100747402	-0.0002123476411	-0.0002147018752	-0.0002167706883	-0.0002189548232
	-0.0002223820074	-0.0002265983773	-0.0002288218559	-0.0002308069355	-0.0002329547071
	-0.0002350881312	-0.0002369256901	-0.0002389336587	-0.000240738276	-0.0002427158991
	-0.0002447671891	-0.0002464290425	-0.0002483568682	-0.0002502675062	-0.0002517926317
	-0.0002536679203	-0.0002551586673	-0.0002569965598	-0.0002587367282	-0.000260172988
	-0.0002618769276	-0.0002634879772	-0.0002648686866	-0.0002664447693	-0.0002680035762
	-0.0002692571474	-0.000270780163	-0.0002722850373	-0.0002737715336	-0.000274885298
	-0.0002762703296	-0.0002787736933	-0.0002811925727	-0.0002836222591	-0.0002853349346
	-0.000287747324	-0.0002897192129	-0.0002916341405	-0.0002935214484	-0.0002953560477
	-0.0002970636659	-0.0002988754489	-0.0003001445883	-0.000301619153	-0.0003030418407
	-0.000304351124	-0.0003056161662	-0.0003068577551	-0.0003080542698	-0.0003092237396
	-0.0003101062809	-0.0003112656061	-0.0003121633272	-0.000313115245	-0.0003140907306
	-0.0003150145565	-0.0003155650136	-0.0003164533842	-0.0003167555053	-0.0003172956846
	-0.0003174815197	-0.0003180519078	-0.0003182001253	-0.0003181336099	-0.0003180489246
	-0.0003181054513	-0.0003175677106	-0.0003170292244	-0.0003164176954	-0.0003156180832
	-0.0003144037111	-0.0003135616983	-0.0003120491032	-0.0003105124941	-0.000308591202
	-0.0003064522408	-0.0003042191368	-0.0003015928366	-0.0002986983661	-0.0002955054787
	-0.0002919814258	-0.0002880666561	-0.0002838179311	-0.0002791195532	-0.0002740326539
	-0.0002685894559	-0.0002625908901	-0.000256233579	-0.0002492129836	-0.0002417055423
	-0.0002336962101	-0.0002250244708	-0.0002158265545	-0.0002060930428	-0.0001956127976
	-0.0001845033936	-0.0001728316576	-0.0001603540059	-0.0001475343223	-0.0001340068084
	-0.0001199010841	-0.0001050903067	
