112	
	0.001439581044	0.001394600461	0.001446260081	0.001450433735	0.001603007825
	0.002329434329	0.002170203189	0.001746186835	0.001440424479	0.001213960172
	0.001040004911	0.0009028889348	0.0007920102435	0.0007013346005	0.0006256103789
	0.0005618794089	0.0005074797867	0.0004605895946	0.0004197884753	0.0003841922103
	0.0003527629489	0.0003248860081	0.0003001267658	0.0002778996117	0.0002579396718
	0.0002398905546	0.0002235759968	0.0001857780959	0.000175277837	0.0001657448135
	0.0001567951471	0.0001484502754	0.0001409568971	0.0001339337781	0.0001273441047
	0.0001214014197	0.0001158002516	0.0001105162956	0.0001055273785	0.0001008135344
	9.654127619e-05	9.267451094e-05	8.834068891e-05	8.4095871e-05	7.995031533e-05
	7.591326528e-05	7.265006005e-05	6.943207068e-05	6.638545168e-05	6.327811114e-05
	6.024094324e-05	5.73783961e-05	5.505658221e-05	5.284730501e-05	5.065979002e-05
	4.850043034e-05	4.637513862e-05	4.436106853e-05	4.23154987e-05	4.038231088e-05
	3.849385082e-05	3.659683173e-05	3.481030018e-05	3.30273494e-05	3.135291368e-05
	2.969094436e-05	2.805072438e-05	2.65182242e-05	2.501305855e-05	2.354238764e-05
	2.211236696e-05	2.075675366e-05	1.944653036e-05	1.818541543e-05	1.697605923e-05
	1.580023268e-05	1.470197656e-05	1.362506453e-05	1.261019115e-05	1.16420382e-05
	1.072324367e-05	9.843796915e-06	9.018357063e-06	8.228158268e-06	7.494749318e-06
	6.801675866e-06	6.145113365e-06	5.540318415e-06	4.970554687e-06	4.44354029e-06
	3.955728985e-06	3.504751827e-06	3.08900414e-06	2.709760357e-06	2.364993463e-06
	2.049651976e-06	1.766689586e-06	1.512001533e-06	1.284060124e-06	1.082372661e-06
	9.040555483e-07	7.482235417e-07	6.12927892e-07	4.963152008e-07	3.967552584e-07
	3.126254762e-07	2.423416708e-07	1.843373238e-07	1.371087871e-07	9.925186553e-08
	6.94729115e-08	4.640359994e-08	
