(0.0004244020163,-0.0009237034757)
(0.008229188917,-0.002072605741)
(-0.001649274446,0.00106836667)
(0.003593150975,0.001100435688)
(0.002560043379,0.006149387647)
(-0.001225800955,-9.60378766e-05)
(-0.001768160205,-0.00326882224)
(0.004543553714,-0.0008280396793)
(-0.001487888049,0.001217357765)
(-0.002144311117,-0.005286946707)
(0.001247644817,-0.003423087412)
(-0.001313132553,0.001089211946)
(-0.0003198036991,-0.001841539759)
(0.001643675213,0.003151184819)
(0.001966375923,-0.0003081412099)
(-0.001388649791,0.001570575624)
(0.001151752343,0.0002437565251)
(0.0006972756855,0.00020312294)
(-9.966563923e-05,0.0007782561497)
(0.002422726204,0.006533182391)
(8.674652375e-05,-0.00298405486)
(-0.000838082562,0.0008391189038)
(0.0007447380205,-0.0003524318335)
(-0.0009609083749,-0.0001449056196)
(-8.550429853e-05,-4.408124736e-05)
(-0.005857199716,0.001929027435)
(0.001567172477,-0.0005869358434)
(-0.0006491390454,-0.001594917065)
(0.0001050083636,-0.001418148053)
(0.0001484936207,0.0005179448209)
(-0.004184165717,-0.00263226903)
(-0.002409392986,0.0001115182313)
(0.001636980047,-0.001162802837)
(-0.00592483455,0.0006759753547)
(0.004431176501,0.006170757922)
(-0.004863076423,-0.007802706948)
(0.01354400152,0.00384632662)
(0.00234414311,-0.001194617115)
(-0.001154515683,-0.001197606164)
(0.0003339269899,0.0001799502327)
(0.001152008226,0.0001287115287)
(-0.0008765566555,0.0004901242214)
(-0.003933189844,0.004562375666)
(-0.001848296775,-4.334891239e-05)
(0.0006668365305,-0.0006984254557)
(0.005322141981,-0.00145761063)
(0.004199064324,-0.002776224739)
(-0.003284797096,-0.001210579475)
(0.0006160452623,0.0008151548883)
(8.557920611e-05,0.001128803783)
(0.00101865107,-0.0007283624629)
(-0.001078615571,0.0008447076318)
(-4.221993923e-05,-0.001881297569)
(-0.00115404494,0.000458280674)
(-0.002690858807,0.0007765251396)
(0.0001200750603,-0.001095315629)
(0.001486464203,-0.001442781647)
(0.00748509195,0.003395309544)
(-0.001314785882,-0.001258787286)
(0.004256176991,0.001417943026)
(0.002648441825,-0.002091803545)
(0.002096691026,0.006826906378)
(-0.009663818089,-0.005169415165)
(-0.0002457344892,0.001568374448)
(-0.00162779796,0.0004040041681)
(-0.001455610368,-0.001129711385)
(-0.004212898848,-0.001465698302)
(0.001199285364,9.033406745e-05)
(0.002178487711,-0.001138637373)
(-0.002955911178,0.003960796539)
(0.001439132377,-0.001364952267)
(0.0003306969711,-0.0005309883241)
(-0.004534561861,0.001690684398)
(-0.005867682885,-0.0001656168468)
(0.0002425059973,0.000783021292)
(-0.0008100634076,-0.002004139925)
(-5.009201914e-05,0.0007313100423)
(0.01044815506,-0.00181043338)
(-0.0005028532342,0.001168503865)
(0.002757905521,0.001068771735)
(-0.00108139783,-0.001843832744)
(-0.0003935945136,0.002289161826)
(0.001114647587,-0.0004690226119)
(-0.0006073734574,-0.0001941802744)
(-0.001786511832,-0.0001726132663)
(0.0003995477272,0.001799750845)
(-0.002008164712,0.0006187596671)
(-0.001934089938,-0.0006114616933)
(0.002051199834,-0.003192207785)
(-0.001832006245,0.001364601569)
(0.0008351747171,-0.0005537150261)
(0.0003433459859,0.002211716087)
(0.0004207416218,0.0009970824692)
(-0.002535960646,0.001047215366)
(-0.001544009577,0.001862284598)
(0.001274064303,-0.003802138542)
(-0.001286232447,0.0001579152354)
(0.0001220742386,0.0003675551843)
(0.0001034689789,-0.0004016190106)
(0.00188124238,-0.0001260922437)
(0.001360637858,0.0007242076034)
(-0.0003791167794,-0.001223965254)
(0.002712683074,6.923159431e-05)
(0.0001237467854,-0.0001381856985)
(-0.000171729956,-0.00111144012)
(-0.0003780519542,7.977332327e-05)
(0.0001249612603,-0.0006029045276)
(0.002364907852,0.0007550972733)
(0.0001384291967,-0.00352895978)
(-0.0009958808387,-0.0001941870125)
(0.0005209810447,-0.0004308062023)
(-0.001514048104,0.0007387460373)
(0.0004401177957,-0.001074869461)
(-8.866591683e-05,-0.000194498997)
(0.0001407546309,-0.001008617798)
(-0.002060974041,0.0002386649745)
(0.00310147183,-0.0003982377142)
(0.001161160468,-0.0006783457855)
(0.0001368881769,0.0004649387648)
(0.0002295509992,-0.0003292352657)
(0.0001268354563,-0.0001995756186)
(0.0002069286462,0.0007666348463)
(-0.00108473463,4.278796625e-05)
(-0.0026231264,0.002661448053)
(-0.000239787363,0.00112677696)
(-0.0007094566573,-0.0007572696106)
(0.002797406417,0.001692148183)
(0.001757933083,-0.001059259964)
(0.0005052897881,0.0008278358432)
(-0.0008064681543,0.0006638578996)
(0.001397941694,0.0001704465332)
(-0.0007015012636,-0.0005870605845)
(0.0004353509883,0.0008914997399)
(-0.002147692842,-0.001332822022)
(0.001477117441,-0.002186492703)
(0.0002151753052,-0.0009823419413)
(-0.0005035088346,0.0002974166875)
(0.0005161013919,0.0009300709233)
(-0.0002758596189,-0.0003667651244)
(0.000310705338,-0.0005234840219)
(0.001155908668,-0.0002120715879)
(-0.0008836193264,0.0001985621572)
(0.0003606342363,-0.0003330028186)
(0.000505703884,-0.0005089937541)
(0.001878181609,-0.0007445865981)
(-0.00163543113,0.001745302437)
(-0.000570423322,0.0008529543377)
(0.001817803949,-0.0008338607493)
(-0.001650748848,0.002110940072)
(0.000666581143,0.0007859278589)
(0.0006164314658,-0.0009524365262)
(0.0003199423919,-0.0006634177283)
(0.0001594372659,-0.0001669181628)
(-0.0008354804395,0.0005585641733)
(0.0001669708488,-0.001015976934)
(0.001211580284,-0.001635151109)
(0.0002838966556,-0.0002294912591)
(0.0005730764602,-0.0002929679505)
(-0.0003773115069,0.0008902204965)
(0.0009280201436,0.0002869110527)
(2.962920207e-05,0.0002406154899)
(5.421223212e-05,-0.0004223105313)
(7.241983442e-05,0.0009757831338)
(0.03833056045,0.02202279014)
(0.0167393269,0.01050526053)
(0.03208495104,0.1196223123)
(0.01219178074,0.1156828464)
(-0.02112536952,0.01661513474)
(-0.006075340668,0.02994320488)
(0.0572521145,0.1150721093)
(0.06876958159,0.1304430695)
(-0.002724524618,0.1128069039)
(0.02199078325,0.0922959673)
(-0.04654248032,0.02734755633)
(-0.0490258729,-0.01159985799)
(-0.06023855178,-0.0008668181642)
(-0.08511812581,-0.1249099788)
(-0.01853381434,-0.1044819207)
(-0.04507247346,-0.0662430774)
(-0.02621218916,-0.1100811815)
(-0.0497624944,-0.04917010142)
(-0.0317710503,-0.01452950101)
(0.001975565277,0.000153923717)
(-0.001169938336,0.004638829423)
(0.0003242117732,-0.0008263363456)
(-0.001175151219,0.0001436792013)
(0.0007677811326,-0.0003082703453)
(-0.0005885275599,-0.0004484021581)
(0.005248988972,-0.003522291807)
(-0.0002144393039,0.002474605626)
(0.001369349441,-0.003691555264)
(0.0008693587053,-9.603565177e-05)
(-0.0005817654159,0.001771262192)
(-0.004359932133,-0.002270578814)
(0.0005571671055,-0.0004402489802)
(-0.001263306722,0.00296904078)
(-0.001841692611,0.004466114749)
(-0.003107174039,0.00145435835)
(0.001232773605,0.002662373781)
(-0.001335588626,-3.293620279e-05)
(0.001189205211,-0.001278366208)
(0.0008749137432,0.0005872235259)
(0.000131906597,-0.000181969369)
(0.003384848784,-0.001644704658)
(-0.0008402915057,-0.000115420196)
(0.004483939312,-0.008574818961)
(0.003383386388,-0.001795047746)
(-0.0007491846351,0.0006977353684)
(-4.360920942e-05,-0.0005035319915)
(0.003922691109,-0.007368714899)
(-0.002098607984,-0.001616641755)
(-0.002509163213,0.005021194128)
(0.002279470452,-0.002174898345)
(-0.001036803515,0.001294333277)
(0.0003335322355,0.000503961096)
(0.0005575237542,0.0005722660593)
(-0.003028755237,-0.0006021774473)
(0.0026548752,0.0006663860888)
(-0.002507818931,0.003335718969)
(-0.0003185849313,0.002836649742)
(-0.002895426216,0.0004234039051)
(-0.001864923828,0.000955352722)
(0.003372697492,0.0007095762878)
(-0.0002004339211,-0.0005388920544)
(-0.0002249721484,2.938006215e-05)
(0.0002698513317,-0.0006256429105)
(-0.002785001425,0.00378267068)
(0.00220679721,-0.002919362601)
(0.0004144787212,-0.001081575412)
(0.001786065175,-0.0008103244725)
(-0.001166168624,0.001251453561)
(-0.0004995017704,-0.000329735661)
(0.001119704831,-0.0003826896291)
(-0.00273293277,-0.0007998311989)
(-0.0005240974438,-0.003669522028)
(-0.001306425624,0.0004526747438)
(-0.001093070433,0.001336894255)
(-0.0001482887413,0.002540803973)
(-0.003019715001,-0.0007547420136)
(0.002160363334,0.000204579047)
(0.004321027911,0.0004335966173)
(-0.005278834056,0.001067205637)
(0.000809758912,-0.0005087695192)
(-0.005524558606,-0.002237321855)
(-0.000900985834,0.003895489584)
(0.002412012081,-0.0009194844972)
(0.0007123141996,-0.002524164718)
(-7.094924678e-05,0.001803419959)
(-0.0009276479342,-0.0002557183458)
(-0.0007541487374,0.001730729124)
(-0.00148834756,0.0005766166198)
(-0.0008955404813,-0.0007448423378)
(0.003432880354,0.003867394794)
(-0.008435524142,-0.002233369025)
(-0.000813037906,0.00286532405)
(-0.004273045389,0.001668359773)
(0.003914305761,0.001655032257)
(0.0001541050916,0.0009432893718)
(0.001389045288,0.0009081986511)
(0.001821253186,0.001676223773)
(0.001051832069,0.0005542907299)
(0.001459683602,0.0002742889044)
(-0.002540211148,0.0005989837377)
(0.0005639454024,0.0001119804042)
(-0.002353403461,0.0009460037067)
(0.002629674867,-0.002664364525)
(0.00235792182,0.0003643243069)
(0.001256079726,-0.00102265439)
(0.0004665999092,-0.0008932037315)
(-0.0003954467499,-0.0006834187229)
(0.004696988417,-0.002692390263)
(0.001497894071,0.0003720186402)
(-0.002158796329,0.0009725400851)
(0.002620010201,0.0008132736904)
(-0.00281889551,-0.001037816247)
(0.002082565537,-0.0005172704494)
(-0.0006726460347,-0.0007061320017)
(0.0004550608113,0.001043390778)
(-4.537538e-05,-0.001896857892)
(0.001348084417,0.0002802507245)
(0.001105071249,0.001523616318)
(-0.002608096876,0.0005886038592)
(-0.003711593158,0.002281174408)
(0.0003517062562,0.001012946119)
(-0.0007399523888,-0.0003123684409)
(0.0003739578287,-0.001296561183)
(-5.243713144e-05,-0.001553949169)
(0.0007263297838,-0.0005118507086)
(0.0001896896824,-0.001958618227)
(-0.001129947917,0.0009966979678)
(0.0009954399985,0.0006017723083)
(0.0008940913573,-0.001908914569)
(-0.0001502761186,7.946132649e-06)
(0.002834805087,0.001646354679)
(-0.002871570161,-0.002475516749)
(3.972844538e-05,0.001699693272)
(0.002063894286,-0.0009383787962)
(0.0002641323583,-0.0005975368184)
(-0.002254755292,0.003372524596)
(-0.000647450884,0.000668624682)
(-0.0002605448929,0.001251655153)
(9.998462047e-05,-0.0003045381013)
(0.0007056686044,-0.0009889049332)
(1.660669954e-05,0.003082673178)
(0.002312441527,-0.004786347821)
(-0.001241853185,9.640116703e-05)
(0.0006777153665,0.0002518607167)
(0.0004907724659,0.002643622412)
(0.0003561451211,-0.001039613697)
(-0.0009056414299,0.002191618624)
(0.0002719412828,-0.0003556395661)
(0.001093267967,0.001459659719)
(-0.0002193320241,-0.0005037400662)
(-0.0001545714278,-0.002337655734)
(-0.0007700363538,-0.0001337442852)
(-0.001570485913,0.000377565068)
(-0.0005636485912,0.000549322866)
(-0.001014795636,0.0008691801459)
(0.0004550823518,-0.0006214814319)
(-0.0007042885468,0.0007662984014)
(-0.0005694737458,0.0008014419619)
(-0.0005464789517,-0.002131082341)
(0.004826863023,-0.007197012082)
(-0.004813746482,0.001806354195)
(-0.006253174553,0.003919295064)
(-0.002627049806,-0.001020235966)
(-0.02273432147,0.01286593643)
(-0.003585497525,0.004529807982)
(0.002636332707,0.0006652069986)
(-0.005151668257,-0.004545371785)
(0.001327113579,0.004775317385)
(0.004182064376,-0.002589259134)
(-0.06192768289,-0.03491476346)
(-0.000554187282,0.00314477293)
(0.001782513706,-0.009001319566)
(0.001133729323,-0.005918572072)
(0.008422396392,-4.74282423e-05)
(0.03485760481,0.01654189179)
(0.005540523712,-0.03075660353)
(0.02051471952,-0.02938003242)
(-0.01614580326,0.0680526492)
(-0.006659514074,0.04255434959)
(-0.01210774112,0.03044559853)
(-0.0473216995,0.06365959941)
(-0.00967663056,0.01573115566)
(0.005935393765,0.001567557294)
(0.01184212662,-0.01890740438)
(-0.08415494491,0.01310638534)
(-0.02876691552,-0.03035786187)
(-0.002075437193,-0.003011679272)
(0.07473660448,-0.134756473)
(-0.002306505722,0.001287270543)
(0.01675796968,-0.001342328322)
(-0.02643750002,0.05502290158)
(0.05710211846,0.01183560871)
(-0.06710070325,-0.002786692987)
(0.03494867251,-0.05236750305)
(0.007023557895,-0.012060178)
(-0.003679407002,-0.01920541741)
(0.01431161708,0.00951902628)
(-0.001348552895,0.006729392581)
(0.05447878518,0.001644053116)
(-0.07416633986,0.02016709282)
(0.09687140361,-0.06015632735)
(-0.003454074157,0.002684763374)
(-0.01956475092,-0.007900203248)
(0.009626792137,-0.05197887227)
(0.00322254616,-0.002154618214)
(0.009321881754,0.00716640957)
(-0.1529423303,0.04868298855)
(0.004756005999,0.01503348224)
(-0.1179880738,0.0245319676)
(0.05213566528,-0.04996926325)
(0.0171980463,0.01044157415)
(0.005483406679,-0.005905195681)
(0.01767248221,-0.01717843308)
(0.0273292207,-0.05699831634)
(0.02854547954,-0.02557643047)
(-0.04003189674,0.0006461344944)
(-0.02809090191,0.04305542404)
(0.07997153445,-0.09399453775)
(-0.03328575104,0.02755655195)
(-0.05153798248,-0.0002261673546)
(-0.004365935148,0.03627207062)
(-0.1203397375,0.03679443439)
(0.04317842133,-0.05427719435)
(-0.01577598222,0.04240722048)
(0.003756968418,0.007647097743)
(0.1184463409,-0.04036218301)
(-0.03045685904,-0.007924047853)
(-0.03947996529,-0.02186549186)
(0.0007796260468,-0.001777138731)
(-0.06238608977,-0.02358542577)
(-0.02860533172,-0.01741567621)
(-0.08172618256,0.04632609399)
(0.02460628291,0.05247287367)
(0.01665506539,0.05786861522)
(0.01465517688,-0.005568261252)
(-0.01166758497,-0.007050104032)
(-0.001932080757,0.004723001145)
(0.0007277489286,-0.001380414361)
(0.005207978265,0.0208052852)
(0.01643695777,-0.003910648453)
(-0.01417792364,0.03486643939)
