132	
	0.001934860439	0.002457467924	0.005447866089	0.003195399597	0.002371851717
	0.001899305417	0.001577412836	0.001339218461	0.001154367638	0.001006618832
	0.0008856249888	0.0007850708512	0.0007004157783	0.0006285411008	0.0005668514988
	0.0005135445937	0.0004670457523	0.0004262628753	0.0003904207369	0.0003585572684
	0.0003302053913	0.000304793598	0.000282080525	0.0002615667496	0.0002429842027
	0.0002268214285	0.0002188960867	0.0002110754006	0.0002043407755	0.0001976962075
	0.0001874629282	0.0001756916067	0.0001695703943	0.0001639759517	0.0001589635826
	0.0001541450035	0.0001491892549	0.0001447432498	0.0001401661973	0.0001360565484
	0.0001320973624	0.0001280176943	0.0001243500558	0.000120813365	0.0001171650755
	0.0001138814912	0.0001104920099	0.000107439386	0.0001044913855	0.0001014451332
	9.869944153e-05	9.604556994e-05	9.330060627e-05	9.082465156e-05	8.84293576e-05
	8.595010552e-05	8.371187123e-05	8.154496938e-05	7.944664986e-05	7.727285893e-05
	7.530853265e-05	7.169046746e-05	6.816089397e-05	6.472663973e-05	6.182662477e-05
	5.857222427e-05	5.590649386e-05	5.329643185e-05	5.074768569e-05	4.826521597e-05
	4.638427615e-05	4.401328111e-05	4.212652822e-05	4.033652009e-05	3.857663612e-05
	3.685106281e-05	3.516333098e-05	3.351657904e-05	3.191354657e-05	3.035648971e-05
	2.880458526e-05	2.734723473e-05	2.590262259e-05	2.451378092e-05	2.318082894e-05
	2.187283003e-05	2.06245696e-05	1.940775779e-05	1.822761864e-05	1.708724175e-05
	1.599004842e-05	1.495725489e-05	1.395063061e-05	1.297579281e-05	1.205229941e-05
	1.117982616e-05	1.033323867e-05	9.529347907e-06	8.769563071e-06	8.045428707e-06
	7.359869039e-06	6.721774235e-06	6.11047692e-06	5.542204879e-06	5.006173936e-06
	4.50485765e-06	4.039636295e-06	3.607607629e-06	3.206763638e-06	2.838427712e-06
	2.498467955e-06	2.188286084e-06	1.904953635e-06	1.648047758e-06	1.416908312e-06
	1.209732057e-06	1.024425796e-06	8.607621742e-07	7.1609056e-07	5.899452111e-07
	4.808772865e-07	3.86959312e-07	3.074015606e-07	2.405200191e-07	1.850037232e-07
	1.396628826e-07	1.03125518e-07	7.423273777e-08	5.204896663e-08	3.525702015e-08
	2.297425342e-08	1.425517496e-08	
